dickens,"GREAT EXPECTATIONS  by Charles Dickens  Chapter I  My father's family name being Pirrip, and my Christian name Philip, my infant tongue could make of both names nothing longer or more explicit than Pip. So, I called myself Pip, and came to be called Pip.  I give Pirrip as my father's family name, on the authority of his tombstone and my sister,--Mrs. Joe Gargery, who married the blacksmith. As I never saw my father or my mother, and never saw any likeness of either of them (for their days were long before the days of photographs), my first fancies regarding what they were like were unreasonably derived from their tombstones. The shape of the letters on my father's, gave me an odd idea that he was a square, stout, dark man, with curly black hair. From the character and turn of the inscription, ""Also Georgiana Wife of the Above,"" I drew a childish conclusion that my mother was freckled and sickly. To five little stone lozenges, each about a foot and a half long, which were arranged in a neat row beside their grave, and were sacred to the memory of five little brothers of mine,--who gave up trying to get a living, exceedingly early in that universal struggle,--I am indebted for a belief I religiously entertained that they had all been born on their backs with their hands in their trousers-pockets, and had never taken them out in this state of existence.  Ours was the marsh country, down by the river, within, as the river wound, twenty miles of the sea. My first most vivid and broad impression"
dickens,"of the identity of things seems to me to have been gained on a memorable raw afternoon towards evening. At such a time I found out for certain that this bleak place overgrown with nettles was the churchyard; and that Philip Pirrip, late of this parish, and also Georgiana wife of the above, were dead and buried; and that Alexander, Bartholomew, Abraham, Tobias, and Roger, infant children of the aforesaid, were also dead and buried; and that the dark flat wilderness beyond the churchyard, intersected with dikes and mounds and gates, with scattered cattle feeding on it, was the marshes; and that the low leaden line beyond was the river; and that the distant savage lair from which the wind was rushing was the sea; and that the small bundle of shivers growing afraid of it all and beginning to cry, was Pip.  ""Hold your noise!"" cried a terrible voice, as a man started up from among the graves at the side of the church porch. ""Keep still, you little devil, or I'll cut your throat!""  A fearful man, all in coarse gray, with a great iron on his leg. A man with no hat, and with broken shoes, and with an old rag tied round his head. A man who had been soaked in water, and smothered in mud, and lamed by stones, and cut by flints, and stung by nettles, and torn by briars; who limped, and shivered, and glared, and growled; and whose teeth chattered in his head as he seized me by the chin.  ""Oh! Don't cut my throat, sir,"" I pleaded in terror. ""Pray don't do it, sir.""  ""Tell us your name!"" said the man. ""Quick!""  ""Pip, sir."""
dickens," ""Once more,"" said the man, staring at me. ""Give it mouth!""  ""Pip. Pip, sir.""  ""Show us where you live,"" said the man. ""Pint out the place!""  I pointed to where our village lay, on the flat in-shore among the alder-trees and pollards, a mile or more from the church.  The man, after looking at me for a moment, turned me upside down, and emptied my pockets. There was nothing in them but a piece of bread. When the church came to itself,--for he was so sudden and strong that he made it go head over heels before me, and I saw the steeple under my feet,--when the church came to itself, I say, I was seated on a high tombstone, trembling while he ate the bread ravenously.  ""You young dog,"" said the man, licking his lips, ""what fat cheeks you ha' got.""  I believe they were fat, though I was at that time undersized for my years, and not strong.  ""Darn me if I couldn't eat em,"" said the man, with a threatening shake of his head, ""and if I han't half a mind to't!""  I earnestly expressed my hope that he wouldn't, and held tighter to the tombstone on which he had put me; partly, to keep myself upon it; partly, to keep myself from crying. "
dickens,"""Now lookee here!"" said the man. ""Where's your mother?""  ""There, sir!"" said I.  He started, made a short run, and stopped and looked over his shoulder.  ""There, sir!"" I timidly explained. ""Also Georgiana. That's my mother.""  ""Oh!"" said he, coming back. ""And is that your father alonger your mother?""  ""Yes, sir,"" said I; ""him too; late of this parish.""  ""Ha!"" he muttered then, considering. ""Who d'ye live with,--supposin' you're kindly let to live, which I han't made up my mind about?""  ""My sister, sir,--Mrs. Joe Gargery,--wife of Joe Gargery, the blacksmith, sir.""  ""Blacksmith, eh?"" said he. And looked down at his leg.  After darkly looking at his leg and me several times, he came closer to my tombstone, took me by both arms, and tilted me back as far as he could hold me; so that his eyes looked most powerfully down into mine, and mine looked most helplessly up into his.  ""Now lookee here,"" he said, ""the question being whether you're to be let to live. You know what a file is?""  ""Yes, sir."""
dickens," ""And you know what wittles is?""  ""Yes, sir.""  After each question he tilted me over a little more, so as to give me a greater sense of helplessness and danger.  ""You get me a file."" He tilted me again. ""And you get me wittles."" He tilted me again. ""You bring 'em both to me."" He tilted me again. ""Or I'll have your heart and liver out."" He tilted me again.  I was dreadfully frightened, and so giddy that I clung to him with both hands, and said, ""If you would kindly please to let me keep upright, sir, perhaps I shouldn't be sick, and perhaps I could attend more.""  He gave me a most tremendous dip and roll, so that the church jumped over its own weathercock. Then, he held me by the arms, in an upright position on the top of the stone, and went on in these fearful terms:--  ""You bring me, to-morrow morning early, that file and them wittles. You bring the lot to me, at that old Battery over yonder. You do it, and you never dare to say a word or dare to make a sign concerning your having seen such a person as me, or any person sumever, and you shall be let to live. You fail, or you go from my words in any partickler, no matter how small it is, and your heart and your liver shall be tore out, roasted, and ate. Now, I ain't alone, as you may think I am. There's a young man hid with me, in comparison with which young man I am a Angel. That young man hears the words I speak. That young man has a secret way pecooliar to himself, of getting at a boy, and at his heart, and at his liver. It"
dickens,"is in wain for a boy to attempt to hide himself from that young man. A boy may lock his door, may be warm in bed, may tuck himself up, may draw the clothes over his head, may think himself comfortable and safe, but that young man will softly creep and creep his way to him and tear him open. I am a keeping that young man from harming of you at the present moment, with great difficulty. I find it wery hard to hold that young man off of your inside. Now, what do you say?""  I said that I would get him the file, and I would get him what broken bits of food I could, and I would come to him at the Battery, early in the morning.  ""Say Lord strike you dead if you don't!"" said the man.  I said so, and he took me down.  ""Now,"" he pursued, ""you remember what you've undertook, and you remember that young man, and you get home!""  ""Goo-good night, sir,"" I faltered.  ""Much of that!"" said he, glancing about him over the cold wet flat. ""I wish I was a frog. Or a eel!""  At the same time, he hugged his shuddering body in both his arms,--clasping himself, as if to hold himself together,--and limped towards the low church wall. As I saw him go, picking his way among the nettles, and among the brambles that bound the green mounds, he looked in my young eyes as if he were eluding the hands of the dead people, stretching up cautiously out of their graves, to get a twist upon his"
dickens,"ankle and pull him in.  When he came to the low church wall, he got over it, like a man whose legs were numbed and stiff, and then turned round to look for me. When I saw him turning, I set my face towards home, and made the best use of my legs. But presently I looked over my shoulder, and saw him going on again towards the river, still hugging himself in both arms, and picking his way with his sore feet among the great stones dropped into the marshes here and there, for stepping-places when the rains were heavy or the tide was in.  The marshes were just a long black horizontal line then, as I stopped to look after him; and the river was just another horizontal line, not nearly so broad nor yet so black; and the sky was just a row of long angry red lines and dense black lines intermixed. On the edge of the river I could faintly make out the only two black things in all the prospect that seemed to be standing upright; one of these was the beacon by which the sailors steered,--like an unhooped cask upon a pole,--an ugly thing when you were near it; the other, a gibbet, with some chains hanging to it which had once held a pirate. The man was limping on towards this latter, as if he were the pirate come to life, and come down, and going back to hook himself up again. It gave me a terrible turn when I thought so; and as I saw the cattle lifting their heads to gaze after him, I wondered whether they thought so too. I looked all round for the horrible young man, and could see no signs of him. But now I was frightened again, and ran home without stopping.    "
dickens,"Chapter II  My sister, Mrs. Joe Gargery, was more than twenty years older than I, and had established a great reputation with herself and the neighbors because she had brought me up ""by hand."" Having at that time to find out for myself what the expression meant, and knowing her to have a hard and heavy hand, and to be much in the habit of laying it upon her husband as well as upon me, I supposed that Joe Gargery and I were both brought up by hand.  She was not a good-looking woman, my sister; and I had a general impression that she must have made Joe Gargery marry her by hand. Joe was a fair man, with curls of flaxen hair on each side of his smooth face, and with eyes of such a very undecided blue that they seemed to have somehow got mixed with their own whites. He was a mild, good-natured, sweet-tempered, easy-going, foolish, dear fellow,--a sort of Hercules in strength, and also in weakness.  My sister, Mrs. Joe, with black hair and eyes, had such a prevailing redness of skin that I sometimes used to wonder whether it was possible she washed herself with a nutmeg-grater instead of soap. She was tall and bony, and almost always wore a coarse apron, fastened over her figure behind with two loops, and having a square impregnable bib in front, that was stuck full of pins and needles. She made it a powerful merit in herself, and a strong reproach against Joe, that she wore this apron so much. Though I really see no reason why she should have worn it at all; or why, if she did wear it at all, she should not have taken it off, every day of her life.  Joe's forge adjoined our house, which was a wooden house, as many of the"
dickens,"dwellings in our country were,--most of them, at that time. When I ran home from the churchyard, the forge was shut up, and Joe was sitting alone in the kitchen. Joe and I being fellow-sufferers, and having confidences as such, Joe imparted a confidence to me, the moment I raised the latch of the door and peeped in at him opposite to it, sitting in the chimney corner.  ""Mrs. Joe has been out a dozen times, looking for you, Pip. And she's out now, making it a baker's dozen.""  ""Is she?""  ""Yes, Pip,"" said Joe; ""and what's worse, she's got Tickler with her.""  At this dismal intelligence, I twisted the only button on my waistcoat round and round, and looked in great depression at the fire. Tickler was a wax-ended piece of cane, worn smooth by collision with my tickled frame.  ""She sot down,"" said Joe, ""and she got up, and she made a grab at Tickler, and she Ram-paged out. That's what she did,"" said Joe, slowly clearing the fire between the lower bars with the poker, and looking at it; ""she Ram-paged out, Pip.""  ""Has she been gone long, Joe?"" I always treated him as a larger species of child, and as no more than my equal.  ""Well,"" said Joe, glancing up at the Dutch clock, ""she's been on the Ram-page, this last spell, about five minutes, Pip. She's a coming! Get behind the door, old chap, and have the jack-towel betwixt you."""
dickens," I took the advice. My sister, Mrs. Joe, throwing the door wide open, and finding an obstruction behind it, immediately divined the cause, and applied Tickler to its further investigation. She concluded by throwing me--I often served as a connubial missile--at Joe, who, glad to get hold of me on any terms, passed me on into the chimney and quietly fenced me up there with his great leg.  ""Where have you been, you young monkey?"" said Mrs. Joe, stamping her foot. ""Tell me directly what you've been doing to wear me away with fret and fright and worrit, or I'd have you out of that corner if you was fifty Pips, and he was five hundred Gargerys.""  ""I have only been to the churchyard,"" said I, from my stool, crying and rubbing myself.  ""Churchyard!"" repeated my sister. ""If it warn't for me you'd have been to the churchyard long ago, and stayed there. Who brought you up by hand?""  ""You did,"" said I.  ""And why did I do it, I should like to know?"" exclaimed my sister.  I whimpered, ""I don't know.""  ""I don't!"" said my sister. ""I'd never do it again! I know that. I may truly say I've never had this apron of mine off since born you were. It's bad enough to be a blacksmith's wife (and him a Gargery) without being your mother."""
doyle,THE ADVENTURES OF SHERLOCK HOLMES  by  SIR ARTHUR CONAN DOYLE       I. A Scandal in Bohemia   II. The Red-headed League  III. A Case of Identity   IV. The Boscombe Valley Mystery    V. The Five Orange Pips   VI. The Man with the Twisted Lip  VII. The Adventure of the Blue Carbuncle VIII. The Adventure of the Speckled Band   IX. The Adventure of the Engineer's Thumb    X. The Adventure of the Noble Bachelor   XI. The Adventure of the Beryl Coronet  XII. The Adventure of the Copper Beeches     ADVENTURE I. A SCANDAL IN BOHEMIA  I.  To Sherlock Holmes she is always THE woman. I have seldom heard him mention her under any other name. In his eyes she eclipses
doyle,"and predominates the whole of her sex. It was not that he felt any emotion akin to love for Irene Adler. All emotions, and that one particularly, were abhorrent to his cold, precise but admirably balanced mind. He was, I take it, the most perfect reasoning and observing machine that the world has seen, but as a lover he would have placed himself in a false position. He never spoke of the softer passions, save with a gibe and a sneer. They were admirable things for the observer--excellent for drawing the veil from men's motives and actions. But for the trained reasoner to admit such intrusions into his own delicate and finely adjusted temperament was to introduce a distracting factor which might throw a doubt upon all his mental results. Grit in a sensitive instrument, or a crack in one of his own high-power lenses, would not be more disturbing than a strong emotion in a nature such as his. And yet there was but one woman to him, and that woman was the late Irene Adler, of dubious and questionable memory.  I had seen little of Holmes lately. My marriage had drifted us away from each other. My own complete happiness, and the home-centred interests which rise up around the man who first finds himself master of his own establishment, were sufficient to absorb all my attention, while Holmes, who loathed every form of society with his whole Bohemian soul, remained in our lodgings in Baker Street, buried among his old books, and alternating from week to week between cocaine and ambition, the drowsiness of the drug, and the fierce energy of his own keen nature. He was still, as ever, deeply attracted by the study of crime, and occupied his immense faculties and extraordinary powers of observation in following out those clues, and clearing up those mysteries which"
doyle,"had been abandoned as hopeless by the official police. From time to time I heard some vague account of his doings: of his summons to Odessa in the case of the Trepoff murder, of his clearing up of the singular tragedy of the Atkinson brothers at Trincomalee, and finally of the mission which he had accomplished so delicately and successfully for the reigning family of Holland. Beyond these signs of his activity, however, which I merely shared with all the readers of the daily press, I knew little of my former friend and companion.  One night--it was on the twentieth of March, 1888--I was returning from a journey to a patient (for I had now returned to civil practice), when my way led me through Baker Street. As I passed the well-remembered door, which must always be associated in my mind with my wooing, and with the dark incidents of the Study in Scarlet, I was seized with a keen desire to see Holmes again, and to know how he was employing his extraordinary powers. His rooms were brilliantly lit, and, even as I looked up, I saw his tall, spare figure pass twice in a dark silhouette against the blind. He was pacing the room swiftly, eagerly, with his head sunk upon his chest and his hands clasped behind him. To me, who knew his every mood and habit, his attitude and manner told their own story. He was at work again. He had risen out of his drug-created dreams and was hot upon the scent of some new problem. I rang the bell and was shown up to the chamber which had formerly been in part my own.  His manner was not effusive. It seldom was; but he was glad, I think, to see me. With hardly a word spoken, but with a kindly eye, he waved me to an armchair, threw across his case of cigars,"
doyle,"and indicated a spirit case and a gasogene in the corner. Then he stood before the fire and looked me over in his singular introspective fashion.  ""Wedlock suits you,"" he remarked. ""I think, Watson, that you have put on seven and a half pounds since I saw you.""  ""Seven!"" I answered.  ""Indeed, I should have thought a little more. Just a trifle more, I fancy, Watson. And in practice again, I observe. You did not tell me that you intended to go into harness.""  ""Then, how do you know?""  ""I see it, I deduce it. How do I know that you have been getting yourself very wet lately, and that you have a most clumsy and careless servant girl?""  ""My dear Holmes,"" said I, ""this is too much. You would certainly have been burned, had you lived a few centuries ago. It is true that I had a country walk on Thursday and came home in a dreadful mess, but as I have changed my clothes I can't imagine how you deduce it. As to Mary Jane, she is incorrigible, and my wife has given her notice, but there, again, I fail to see how you work it out.""  He chuckled to himself and rubbed his long, nervous hands together. "
doyle,"""It is simplicity itself,"" said he; ""my eyes tell me that on the inside of your left shoe, just where the firelight strikes it, the leather is scored by six almost parallel cuts. Obviously they have been caused by someone who has very carelessly scraped round the edges of the sole in order to remove crusted mud from it. Hence, you see, my double deduction that you had been out in vile weather, and that you had a particularly malignant boot-slitting specimen of the London slavey. As to your practice, if a gentleman walks into my rooms smelling of iodoform, with a black mark of nitrate of silver upon his right forefinger, and a bulge on the right side of his top-hat to show where he has secreted his stethoscope, I must be dull, indeed, if I do not pronounce him to be an active member of the medical profession.""  I could not help laughing at the ease with which he explained his process of deduction. ""When I hear you give your reasons,"" I remarked, ""the thing always appears to me to be so ridiculously simple that I could easily do it myself, though at each successive instance of your reasoning I am baffled until you explain your process. And yet I believe that my eyes are as good as yours.""  ""Quite so,"" he answered, lighting a cigarette, and throwing himself down into an armchair. ""You see, but you do not observe. The distinction is clear. For example, you have frequently seen the steps which lead up from the hall to this room.""  ""Frequently.""  ""How often?"""
doyle," ""Well, some hundreds of times.""  ""Then how many are there?""  ""How many? I don't know.""  ""Quite so! You have not observed. And yet you have seen. That is just my point. Now, I know that there are seventeen steps, because I have both seen and observed. By-the-way, since you are interested in these little problems, and since you are good enough to chronicle one or two of my trifling experiences, you may be interested in this."" He threw over a sheet of thick, pink-tinted note-paper which had been lying open upon the table. ""It came by the last post,"" said he. ""Read it aloud.""  The note was undated, and without either signature or address.  ""There will call upon you to-night, at a quarter to eight o'clock,"" it said, ""a gentleman who desires to consult you upon a matter of the very deepest moment. Your recent services to one of the royal houses of Europe have shown that you are one who may safely be trusted with matters which are of an importance which can hardly be exaggerated. This account of you we have from all quarters received. Be in your chamber then at that hour, and do not take it amiss if your visitor wear a mask.""  ""This is indeed a mystery,"" I remarked. ""What do you imagine that it means?"" "
doyle,"""I have no data yet. It is a capital mistake to theorize before one has data. Insensibly one begins to twist facts to suit theories, instead of theories to suit facts. But the note itself. What do you deduce from it?""  I carefully examined the writing, and the paper upon which it was written.  ""The man who wrote it was presumably well to do,"" I remarked, endeavouring to imitate my companion's processes. ""Such paper could not be bought under half a crown a packet. It is peculiarly strong and stiff.""  ""Peculiar--that is the very word,"" said Holmes. ""It is not an English paper at all. Hold it up to the light.""  I did so, and saw a large ""E"" with a small ""g,"" a ""P,"" and a large ""G"" with a small ""t"" woven into the texture of the paper.  ""What do you make of that?"" asked Holmes.  ""The name of the maker, no doubt; or his monogram, rather.""  ""Not at all. The 'G' with the small 't' stands for 'Gesellschaft,' which is the German for 'Company.' It is a customary contraction like our 'Co.' 'P,' of course, stands for 'Papier.' Now for the 'Eg.' Let us glance at our Continental Gazetteer."" He took down a heavy brown volume from his shelves. ""Eglow, Eglonitz--here we are, Egria. It is in a German-speaking country--in Bohemia, not far from Carlsbad. 'Remarkable as being"
doyle,"the scene of the death of Wallenstein, and for its numerous glass-factories and paper-mills.' Ha, ha, my boy, what do you make of that?"" His eyes sparkled, and he sent up a great blue triumphant cloud from his cigarette.  ""The paper was made in Bohemia,"" I said.  ""Precisely. And the man who wrote the note is a German. Do you note the peculiar construction of the sentence--'This account of you we have from all quarters received.' A Frenchman or Russian could not have written that. It is the German who is so uncourteous to his verbs. It only remains, therefore, to discover what is wanted by this German who writes upon Bohemian paper and prefers wearing a mask to showing his face. And here he comes, if I am not mistaken, to resolve all our doubts.""  As he spoke there was the sharp sound of horses' hoofs and grating wheels against the curb, followed by a sharp pull at the bell. Holmes whistled.  ""A pair, by the sound,"" said he. ""Yes,"" he continued, glancing out of the window. ""A nice little brougham and a pair of beauties. A hundred and fifty guineas apiece. There's money in this case, Watson, if there is nothing else.""  ""I think that I had better go, Holmes.""  ""Not a bit, Doctor. Stay where you are. I am lost without my Boswell. And this promises to be interesting. It would be a pity to miss it."""
doyle," ""But your client--""  ""Never mind him. I may want your help, and so may he. Here he comes. Sit down in that armchair, Doctor, and give us your best attention.""  A slow and heavy step, which had been heard upon the stairs and in the passage, paused immediately outside the door. Then there was a loud and authoritative tap.  ""Come in!"" said Holmes.  A man entered who could hardly have been less than six feet six inches in height, with the chest and limbs of a Hercules. His dress was rich with a richness which would, in England, be looked upon as akin to bad taste. Heavy bands of astrakhan were slashed across the sleeves and fronts of his double-breasted coat, while the deep blue cloak which was thrown over his shoulders was lined with flame-coloured silk and secured at the neck with a brooch which consisted of a single flaming beryl. Boots which extended halfway up his calves, and which were trimmed at the tops with rich brown fur, completed the impression of barbaric opulence which was suggested by his whole appearance. He carried a broad-brimmed hat in his hand, while he wore across the upper part of his face, extending down past the cheekbones, a black vizard mask, which he had apparently adjusted that very moment, for his hand was still raised to it as he entered. From the lower part of the face he appeared to be a man of strong character, with a thick, hanging lip, and a long, straight chin suggestive"
